DESCRIPTION,CHALLENGE,TRIGGERED,PREDICTION,OTHERBayes,OTHERS,STATUS
"School books with a touchscreen built in, for notes and homework. ",TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.003169035364058947, complexBayes 0.11500726464200245, linClass: 0 0, USE: 1 0.9096029","BayesTCO: 0.006366926990857547, BayesMixed 0.0024061072215925687, BayesMixed w/o dups 0.002593542999953719, compl BayesTCO: 0.9999999999958019, compl BayesMixed: 8.208083918320765e-05, compl BayesMixed w/o dups: 7.364768740105156e-05","Lin Class: 0 0, USE mixed: 0 0.5013821",usable
Seats with the feature so you can touch a section and it will adjust accordingly. ,TCO,"['', 'Wordcount']","Bayes: 0.9999999498627274, complexBayes 8.603735334177523e-05, linClass: 0 0, USE: 0 0.9087773","BayesTCO: 0.9999999497808366, BayesMixed 3.561828109934674e-05, BayesMixed w/o dups 4.711063101427897e-05, compl BayesTCO: 7.838663478849562e-05, compl BayesMixed: 1.0498805264594469e-08, compl BayesMixed w/o dups: 3.3472604063675726e-08","Lin Class: 0 0, USE mixed: 0 0.8987999",usable
"Restaurant menu, when you see something you want to order you swipe it and the waiting staff will bring it to your table. ",TCO,[''],"Bayes: 0.9999934409087107, complexBayes 0.9999907934587349, linClass: 0 0, USE: 0 0.8763933","BayesTCO: 0.9999893107790307, BayesMixed 2.115247930643674e-07, BayesMixed w/o dups 4.805905818112887e-07, compl BayesTCO: 0.999954399452527, compl BayesMixed: 9.005558198849006e-11, compl BayesMixed w/o dups: 2.2557875428869058e-09","Lin Class: 0 0, USE mixed: 0 0.8815344",usable
"This could be applied to a wall of a home. This would essentially turn the entire wall into a computer, or TV, screen, eliminating the need for televisions. It would also be invisible when not turned on. ",TCO,[''],"Bayes: 0.9999999999999996, complexBayes 1.0, linClass: 0 0, USE: 0 0.5503797","BayesTCO: 0.9999999999999999, BayesMixed 4.424750531823337e-10, BayesMixed w/o dups 6.862192423716458e-10, compl BayesTCO: 1.0, compl BayesMixed: 9.323052215287127e-31, compl BayesMixed w/o dups: 7.686053447805049e-30","Lin Class: 0 0, USE mixed: 0 0.88078624",usable
Put it on a large sheet of flexible plastic to have a tablet that you can roll up,TCO,"['', 'Wordcount']","Bayes: 5.400139208810493e-08, complexBayes 0.02079320863165484, linClass: 0 0, USE: 0 0.878998","BayesTCO: 5.7707148689131477e-08, BayesMixed 2.607147327510144e-06, BayesMixed w/o dups 5.4113587830035385e-06, compl BayesTCO: 0.0540598146836099, compl BayesMixed: 8.209648916689441e-12, compl BayesMixed w/o dups: 2.8816241965510267e-11","Lin Class: 0 0, USE mixed: 0 0.8524488",usable
"You could make your front door (or any door) open-able using various methods from a simple symbol lock system, to a more complex set of button presses. ",TCO,[''],"Bayes: 0.9999568968535968, complexBayes 1.0, linClass: 0 0, USE: 1 0.582902","BayesTCO: 0.9999292435365312, BayesMixed 1.7559607640311552e-08, BayesMixed w/o dups 4.9736474625253545e-08, compl BayesTCO: 1.0, compl BayesMixed: 4.445691647128792e-11, compl BayesMixed w/o dups: 1.6656346411178043e-10","Lin Class: 0 0, USE mixed: 0 0.7349616",usable
You can use a touch display on your wall to watch surveillance cameras and control them.,TCO,"['', 'Wordcount']","Bayes: 9.817778365691722e-09, complexBayes 6.389056048482442e-12, linClass: 0 0, USE: 0 0.91930526","BayesTCO: 6.52150146975377e-08, BayesMixed 3.3764829582377754e-08, BayesMixed w/o dups 4.057916641479771e-08, compl BayesTCO: 0.8846601040007814, compl BayesMixed: 3.2235182627483535e-13, compl BayesMixed w/o dups: 1.2473582089533329e-12","Lin Class: 0 0, USE mixed: 0 0.95842403",usable
Apply to suitcases for browsing while traveling.,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.03566617309423858, complexBayes 0.327683615819209, linClass: 0 0, USE: 1 0.6980755","BayesTCO: 0.04871641175352046, BayesMixed 0.006826232687704975, BayesMixed w/o dups 0.007138679879012531, compl BayesTCO: 0.3542600896860987, compl BayesMixed: 0.03389746483419875, compl BayesMixed w/o dups: 0.04333252640320592","Lin Class: 0 0, USE mixed: 0 0.7941572",usable
You could put a touch screen on the arm of a chair and be able to use your computer without getting up. ,TCO,[''],"Bayes: 8.028415230437292e-11, complexBayes 2.816436787606065e-19, linClass: 0 0, USE: 0 0.61543065","BayesTCO: 1.0810339273366615e-10, BayesMixed 1.8439503082823166e-09, BayesMixed w/o dups 1.048044346663863e-09, compl BayesTCO: 0.9999988756019518, compl BayesMixed: 1.9096330005310282e-22, compl BayesMixed w/o dups: 2.6969659855071565e-22","Lin Class: 0 0, USE mixed: 0 0.8449959",usable
Touch screen doors to the house.,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj unigram']","Bayes: 0.011609985540751407, complexBayes 0.0010815645606376213, linClass: 0 0, USE: 1 0.8260865","BayesTCO: 0.011464670042004793, BayesMixed 0.19108103493915904, BayesMixed w/o dups 0.18495861839910988, compl BayesTCO: 0.0015220192929013868, compl BayesMixed: 0.9311877696368758, compl BayesMixed w/o dups: 0.9247201565046722","Lin Class: 0 0, USE mixed: 0 0.6834391",usable
Make it so each board in a certain area will all display the same thing so you can all leave each other notes.,TCO,[''],"Bayes: 1.0, complexBayes 1.0, linClass: 0 0, USE: 1 0.9729226","BayesTCO: 1.0, BayesMixed 1.5708628336134962e-08, BayesMixed w/o dups 4.76787907530043e-08, compl BayesTCO: 1.0, compl BayesMixed: 6.90127318268862e-16, compl BayesMixed w/o dups: 1.9918436908834478e-14","Lin Class: 0 0, USE mixed: 0 0.647123",usable
A auto cleaning vaccum cleaner can be made out of it for sure,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 8.483405863253646e-05, complexBayes 0.029653911386146866, linClass: 0 0, USE: 1 0.90372705","BayesTCO: 0.00014540729586341025, BayesMixed 1.3695456544664828e-06, BayesMixed w/o dups 2.272641333164873e-06, compl BayesTCO: 0.02596760726976091, compl BayesMixed: 9.959405748316086e-08, compl BayesMixed w/o dups: 6.549039058958829e-07","Lin Class: 0 0, USE mixed: 0 0.81089836",unusable
I would choose the gadget that would be helpful to create into anything like touch display.,TCO,"['', 'Wordcount']","Bayes: 5.716552729157437e-07, complexBayes 1.214939356021627e-07, linClass: 0 0, USE: 1 0.604148","BayesTCO: 7.838491032743655e-07, BayesMixed 2.61418018740536e-06, BayesMixed w/o dups 4.609629053284567e-06, compl BayesTCO: 1.7823724245155712e-07, compl BayesMixed: 2.9920639398598666e-14, compl BayesMixed w/o dups: 2.6726926464488085e-13","Lin Class: 0 0, USE mixed: 0 0.89255637",unusable
Toy that is a like a rubik's cube but the sides are all touch displays.,TCO,"['', 'Wordcount']","Bayes: 0.9999999994745885, complexBayes 1.0, linClass: 0 0, USE: 1 0.9886304","BayesTCO: 0.9999999997472105, BayesMixed 0.0017800162233129995, BayesMixed w/o dups 0.0009103149069243003, compl BayesTCO: 1.0, compl BayesMixed: 0.10424309412216644, compl BayesMixed w/o dups: 0.12682371858665245","Lin Class: 0 0, USE mixed: 1 0.7356622",usable
A out of the box door lock system along with inside the house locker system can be done with great uses for sure,TCO,[''],"Bayes: 0.9999993155009188, complexBayes 1.0, linClass: 0 0, USE: 1 0.6122132","BayesTCO: 0.9999994854772293, BayesMixed 8.579342152550964e-07, BayesMixed w/o dups 1.4010649819163822e-06, compl BayesTCO: 1.0, compl BayesMixed: 4.323790010136069e-06, compl BayesMixed w/o dups: 3.0016724994067387e-06","Lin Class: 0 0, USE mixed: 0 0.85069585",usable
Walls that can be any color or pattern.,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.0022164310385355676, complexBayes 0.0001588746374585643, linClass: 0 0, USE: 0 0.53443426","BayesTCO: 0.002218393126911513, BayesMixed 5.353211576817117e-05, BayesMixed w/o dups 8.978971703138543e-05, compl BayesTCO: 0.0001121551352666735, compl BayesMixed: 0.0008860483841296943, compl BayesMixed w/o dups: 0.0008068959022754093","Lin Class: 0 0, USE mixed: 0 0.79527646",unusable
A car dashboard that you can control all of your cars settings from,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.999999998005093, complexBayes 1.0, linClass: 0 0, USE: 1 0.5044867","BayesTCO: 0.9999999994186715, BayesMixed 0.00017965708684421572, BayesMixed w/o dups 1.5483677736636713e-05, compl BayesTCO: 1.0, compl BayesMixed: 4.0517601164347146e-07, compl BayesMixed w/o dups: 7.589470933829847e-08","Lin Class: 0 0, USE mixed: 0 0.7716803",usable
use it with a webcam in another room to paint a hole through the wall so you can see.,TCO,"['', 'Wordcount']","Bayes: 1.0056975543463473e-10, complexBayes 0.00012557848515088759, linClass: 0 0, USE: 0 0.88325626","BayesTCO: 1.5161739620342045e-10, BayesMixed 1.1952110028676636e-07, BayesMixed w/o dups 1.6630479996241272e-07, compl BayesTCO: 0.0002889824097403889, compl BayesMixed: 4.660143669535713e-11, compl BayesMixed w/o dups: 2.5536736470296852e-11","Lin Class: 0 0, USE mixed: 0 0.8965323",usable
A touchscreen on my bookcase. I have a bookcase that is partially enclosed. It would be great to be able to keep track of what books are there and where they are. ,TCO,[''],"Bayes: 3.230898724694691e-10, complexBayes 3.7494261813438084e-16, linClass: 0 0, USE: 0 0.6128081","BayesTCO: 6.778498154718913e-09, BayesMixed 8.929457031104072e-10, BayesMixed w/o dups 1.573948235330431e-09, compl BayesTCO: 6.438843900276494e-16, compl BayesMixed: 1.059756678669227e-29, compl BayesMixed w/o dups: 1.0598868622689773e-27","Lin Class: 0 0, USE mixed: 0 0.85239273",usable
A auto toilet system can be made out of it for sure,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.9999999947615744, complexBayes 0.9999999992920227, linClass: 0 0, USE: 1 0.7936129","BayesTCO: 0.9999999969439636, BayesMixed 5.659832758972674e-06, BayesMixed w/o dups 8.000579274259543e-06, compl BayesTCO: 0.9999999990179544, compl BayesMixed: 2.5202412479480425e-08, compl BayesMixed w/o dups: 1.784075026411787e-07","Lin Class: 0 0, USE mixed: 0 0.82155573",unusable
"A touchscreen right inside my door that allows me to operate all of the lights, and electronics in my home.",TCO,[''],"Bayes: 0.999999508544637, complexBayes 1.0, linClass: 0 0, USE: 1 0.8412639","BayesTCO: 0.9999995617177486, BayesMixed 6.180726788845351e-07, BayesMixed w/o dups 7.08146582421895e-07, compl BayesTCO: 1.0, compl BayesMixed: 1.904648350820757e-07, compl BayesMixed w/o dups: 8.063070356842398e-07","Lin Class: 0 0, USE mixed: 0 0.5229779",usable
Edwina Bartholomew's Drought Diary,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'containsName', 'without verb or adj unigram']","Bayes: 0.06167864026633961, complexBayes 3.4767179462880143e-06, linClass: 0 0, USE: 1 0.87123466","BayesTCO: 0.07919666540356196, BayesMixed 0.07422718418313581, BayesMixed w/o dups 0.06517228425704857, compl BayesTCO: 3.4767179462880143e-06, compl BayesMixed: 3.8947420819842945e-06, compl BayesMixed w/o dups: 0.2212944943185385","Lin Class: 0 0, USE mixed: 1 0.54557675",unusable
If you could reapply the coating to an actual touch screen and it would create a gravitational vortex that ripped the whole universe asunder as if telling you that you cannot combine what is with what is not,TCO,[''],"Bayes: 0.9999772715200287, complexBayes 2.5499997714818286e-11, linClass: 0 0, USE: 0 0.5925051","BayesTCO: 0.9999682745157623, BayesMixed 4.166318946839353e-05, BayesMixed w/o dups 0.0001142749890524867, compl BayesTCO: 0.939731062656745, compl BayesMixed: 5.8202797727540255e-15, compl BayesMixed w/o dups: 1.8239371315341454e-14","Lin Class: 0 0, USE mixed: 0 0.8323479",unusable
Sam and Tara ‘violence’ scandal: The shocking latest chapter,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount', 'containsName']","Bayes: 0.012317509387814708, complexBayes 0.09647481827067855, linClass: 0 0, USE: 1 0.95548993","BayesTCO: 0.014673367183555143, BayesMixed 0.01041608913768589, BayesMixed w/o dups 0.009759767756997042, compl BayesTCO: 0.10808897218613873, compl BayesMixed: 0.11194546645658221, compl BayesMixed w/o dups: 0.11161182826556086","Lin Class: 0 0, USE mixed: 1 0.5872577",unusable
An alarm clock that is built into the side of the bed and you can snooze by tapping it,TCO,"['', 'Wordcount']","Bayes: 4.774405267904915e-05, complexBayes 0.9999840353330599, linClass: 0 0, USE: 0 0.7131825","BayesTCO: 0.00017516663662628046, BayesMixed 1.7325919180295383e-05, BayesMixed w/o dups 1.7863925260873834e-05, compl BayesTCO: 1.0, compl BayesMixed: 1.61768845402119e-09, compl BayesMixed w/o dups: 2.9681027265463407e-09","Lin Class: 0 0, USE mixed: 0 0.63976276",usable
Turn the entrances of sports stadiums into fingerprint required areas.,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.03406269189638714, complexBayes 0.5253532844530899, linClass: 0 0, USE: 1 0.8513333","BayesTCO: 0.06577699042448495, BayesMixed 0.0017702001979678055, BayesMixed w/o dups 0.0011566639744352678, compl BayesTCO: 0.5542750544097834, compl BayesMixed: 0.004206617790663354, compl BayesMixed w/o dups: 0.005088457587958611","Lin Class: 0 0, USE mixed: 0 0.8575336",usable
the sidelight window next to a front door could have a touchpanel keypad for keyless entry,TCO,"['', 'Wordcount']","Bayes: 1.294608109783982e-06, complexBayes 2.4519516037720757e-05, linClass: 0 0, USE: 0 0.87691194","BayesTCO: 2.3805333130846143e-06, BayesMixed 7.961308985790212e-06, BayesMixed w/o dups 7.542043955324045e-06, compl BayesTCO: 3.6345857536066427e-06, compl BayesMixed: 9.867148501359412e-10, compl BayesMixed w/o dups: 2.1028932309471777e-09","Lin Class: 0 0, USE mixed: 0 0.8538285",usable
A touch screen display in the garage tool bench so you can watch videos on repair or fix something. ,TCO,"['', 'Wordcount']","Bayes: 2.706422584053636e-06, complexBayes 0.9985162999687281, linClass: 0 0, USE: 0 0.578706","BayesTCO: 2.0072401670643298e-06, BayesMixed 1.303233296807698e-07, BayesMixed w/o dups 3.154584778172484e-07, compl BayesTCO: 0.9993634375522035, compl BayesMixed: 2.0156241059784807e-09, compl BayesMixed w/o dups: 5.3052954200698436e-09","Lin Class: 0 0, USE mixed: 0 0.8903591",usable
Put this coating on window glasses so that I can change the color of it and make it colorful,TCO,"['', 'Wordcount']","Bayes: 3.116562114237106e-10, complexBayes 6.460532782826684e-16, linClass: 0 0, USE: 0 0.87293977","BayesTCO: 2.542177603067756e-10, BayesMixed 4.3748631640255815e-08, BayesMixed w/o dups 1.0999367244685964e-07, compl BayesTCO: 5.1265045427754184e-17, compl BayesMixed: 1.1505526422940254e-14, compl BayesMixed w/o dups: 1.8136265072188932e-14","Lin Class: 0 0, USE mixed: 0 0.816088",usable
Use the kitchen counter in a home to order food items.,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.9999999891221651, complexBayes 0.9999999999932291, linClass: 0 0, USE: 1 0.5885061","BayesTCO: 0.9999999931780368, BayesMixed 0.00023569612529121463, BayesMixed w/o dups 0.0002244474680500388, compl BayesTCO: 1.0, compl BayesMixed: 5.290805684675811e-09, compl BayesMixed w/o dups: 9.746239678753837e-09","Lin Class: 0 0, USE mixed: 0 0.68379134",usable
Doors that can automatically lock themselves through the use of a touch display. ,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 1.4513701668276814e-05, complexBayes 2.3183360622705208e-06, linClass: 0 0, USE: 0 0.79937863","BayesTCO: 2.6849715627496785e-05, BayesMixed 1.1271936957974775e-05, BayesMixed w/o dups 1.2420529758990595e-05, compl BayesTCO: 1.3735821226484137e-05, compl BayesMixed: 7.791988751178853e-06, compl BayesMixed w/o dups: 7.605730460693207e-07","Lin Class: 0 0, USE mixed: 0 0.8235343",usable
put this coating on fridge door so that whenever touching I can see what is inside the fridge without opening it,TCO,[''],"Bayes: 8.77605818398263e-12, complexBayes 3.950255689426429e-11, linClass: 0 0, USE: 0 0.9171856","BayesTCO: 4.658041831286432e-12, BayesMixed 1.328571985044333e-07, BayesMixed w/o dups 3.882773327157435e-07, compl BayesTCO: 8.167251186713086e-12, compl BayesMixed: 5.134337351572763e-09, compl BayesMixed w/o dups: 2.29649602574532e-08","Lin Class: 0 0, USE mixed: 0 0.8465184",usable
"This 15-minute shampoo treatment begins when you lean your head back into a machine that looks like a sink at the salon. First it maps your scalp, then it shoots streams of warm water and foam shampoo from its 28 nozzles before 24 silicone “fingers” work up a lather. One conditioning mist, scalp massage and light blow-dry later, you’re done. Nathaniel Penn",TCO,"['', 'containsName']","Bayes: 1.0, complexBayes 0.9999999999999994, linClass: 0 0, USE: 1 0.8448933","BayesTCO: 1.0, BayesMixed 6.699875997703071e-08, BayesMixed w/o dups 1.9341420469471788e-07, compl BayesTCO: 1.0, compl BayesMixed: 1.2695162370407949e-08, compl BayesMixed w/o dups: 6.553297795178831e-09","Lin Class: 0 0, USE mixed: 1 0.6171192",unusable
"With that technology , you could make temp controls bathrooms. You could convert any tv or computer into an interactive device. You could even have interactive menus at movie theaters and restaurants. There are so many applications for this, all appliances could pre made with  or made to be compatible with this coating. You could corner a market.",TCO,[''],"Bayes: 1.0, complexBayes 1.0, linClass: 0 0, USE: 0 0.60229915","BayesTCO: 1.0, BayesMixed 1.2472913461860513e-09, BayesMixed w/o dups 3.7201257875837224e-09, compl BayesTCO: 1.0, compl BayesMixed: 1.3197500314808325e-22, compl BayesMixed w/o dups: 5.611703811159249e-21","Lin Class: 0 0, USE mixed: 0 0.96445656",usable
"Clothes that could tell you the weather
",TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.0012160700232610837, complexBayes 0.0009748286599673208, linClass: 0 0, USE: 0 0.7250877","BayesTCO: 0.0009936493442968843, BayesMixed 2.5222015590729506e-05, BayesMixed w/o dups 8.045584521535288e-06, compl BayesTCO: 0.0007016667914500763, compl BayesMixed: 0.0001539629719694974, compl BayesMixed w/o dups: 0.00041779323917666135","Lin Class: 0 0, USE mixed: 0 0.75198585",usable
"a gps tracking device to find it
a vibration system",TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.9999999998215754, complexBayes 0.09854730027016957, linClass: 0 0, USE: 1 0.955447","BayesTCO: 0.9999999998371673, BayesMixed 0.00012688400847667852, BayesMixed w/o dups 0.00022294648068383878, compl BayesTCO: 0.11194058565170392, compl BayesMixed: 4.0694800002421405e-06, compl BayesMixed w/o dups: 1.4131159734934312e-05","Lin Class: 0 0, USE mixed: 0 0.7076406",unusable
coffee table could have remote control built in,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.0001496570525130836, complexBayes 0.0002011935787799515, linClass: 0 0, USE: 0 0.7271234","BayesTCO: 0.00013876606141920554, BayesMixed 0.001826429543272338, BayesMixed w/o dups 0.00289586174995901, compl BayesTCO: 0.0001541601851779468, compl BayesMixed: 0.0022711395473518983, compl BayesMixed w/o dups: 0.003117519184967676","Lin Class: 0 0, USE mixed: 0 0.8389274",usable
Interactive tables,TCO,"['', 'Charcount', 'Charcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj unigram']","Bayes: 0.18771331058020477, complexBayes 0.2285714285714286, linClass: 0 0, USE: 1 0.5402959","BayesTCO: 0.1864406779661017, BayesMixed 0.7735606319923526, BayesMixed w/o dups 0.787681221118461, compl BayesTCO: 0.2285714285714286, compl BayesMixed: 0.2285714285714286, compl BayesMixed w/o dups: 0.2285714285714286","Lin Class: 0 0, USE mixed: 0 0.7265323",usable
"Interactive picture that would display art from a particular artist, say a picture that displays Dali.",TCO,"['', 'Wordcount']","Bayes: 6.582419786675514e-06, complexBayes 3.7271819757417684e-06, linClass: 0 0, USE: 1 0.89204925","BayesTCO: 0.9999999085296714, BayesMixed 5.229464156816507e-05, BayesMixed w/o dups 2.1718382525751805e-05, compl BayesTCO: 0.9999997235257909, compl BayesMixed: 1.0268936827391453e-07, compl BayesMixed w/o dups: 5.9306960570281935e-08","Lin Class: 0 0, USE mixed: 0 0.7087613",usable
A fully interactive tabletop. This could be used for gaming or just having a large work area with multiple windows. ,TCO,[''],"Bayes: 0.9999999314567193, complexBayes 0.0016181252550932883, linClass: 0 0, USE: 1 0.9565998","BayesTCO: 0.9999999616425701, BayesMixed 2.626224176319804e-09, BayesMixed w/o dups 4.1080941465963384e-09, compl BayesTCO: 1.0, compl BayesMixed: 2.6106352297776823e-23, compl BayesMixed w/o dups: 4.746278095952087e-23","Lin Class: 0 0, USE mixed: 0 0.7533321",usable
"you can apply it on a guitar to regulate volume, tone and maybe even sound effects like echo, reverb, etc.",TCO,[''],"Bayes: 6.4824183675900535e-06, complexBayes 6.467839247144635e-09, linClass: 0 0, USE: 0 0.5904929","BayesTCO: 7.917329367623838e-06, BayesMixed 4.2213192003092005e-08, BayesMixed w/o dups 8.793465821077609e-08, compl BayesTCO: 1.0951093414008982e-08, compl BayesMixed: 2.206755730565263e-15, compl BayesMixed w/o dups: 1.3929409676860541e-14","Lin Class: 0 0, USE mixed: 0 0.90573305",usable
A more interactive smartwatch,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'Wordcount', 'without verb or adj unigram']","Bayes: 0.05421074142328152, complexBayes 0.0033137205099302257, linClass: 0 0, USE: 1 0.9779107","BayesTCO: 0.06057863548472959, BayesMixed 0.08081301750239066, BayesMixed w/o dups 0.07763656447146725, compl BayesTCO: 0.0031302011822595377, compl BayesMixed: 0.2500557016378572, compl BayesMixed w/o dups: 0.14581300701709063","Lin Class: 0 0, USE mixed: 1 0.5710847",usable
"Your spandex can now subtly nag you to work out. A Finnish company, Myontec, recently began marketing underwear embedded with electromyographic sensors that tell you how hard you’re working your quadriceps, hamstring and gluteus muscles. It then sends that data to a computer for analysis. Although the skintight shorts are being marketed to athletes and coaches, they could be useful for the deskbound. The hope, according to Arto Pesola, who is working on an advanced version of the sensors, is that when you see data telling you just how inert you really are, you’ll be inspired to lead a less sedentary life. Gretchen Reynolds",TCO,"['', 'containsName']","Bayes: 1.0, complexBayes 1.0, linClass: 0 0, USE: 1 0.8561846","BayesTCO: 1.0, BayesMixed 1.9415621677097993e-12, BayesMixed w/o dups 6.131146640247625e-12, compl BayesTCO: 1.0, compl BayesMixed: 1.1470283130586003e-44, compl BayesMixed w/o dups: 2.36156164826547e-42","Lin Class: 0 0, USE mixed: 0 0.8994027",unusable
"You can use the area on your desk where the keyboard goes and instead of the keyboard, the area itself can become a touch screen keyboard.",TCO,[''],"Bayes: 7.821785371200223e-07, complexBayes 1.0, linClass: 0 0, USE: 1 0.7504755","BayesTCO: 8.784589640092068e-07, BayesMixed 2.748648854736861e-05, BayesMixed w/o dups 2.1481521330239486e-05, compl BayesTCO: 1.0, compl BayesMixed: 0.999999999998467, compl BayesMixed w/o dups: 0.9999999999739644","Lin Class: 0 0, USE mixed: 0 0.6027088",usable
A counter-top in your kitchen that serves as a notebook for your recipes.,TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.00013974548412047942, complexBayes 0.0010932198120489763, linClass: 0 0, USE: 1 0.6838541","BayesTCO: 0.00018295011870573724, BayesMixed 0.0023685587959869406, BayesMixed w/o dups 0.002300275305393178, compl BayesTCO: 0.9999999917544161, compl BayesMixed: 6.4172431349484145e-06, compl BayesMixed w/o dups: 1.531253139541468e-05","Lin Class: 0 0, USE mixed: 0 0.55805826",usable
Touchscreen bottle that can adjust liquid temperature.,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.0004487201166341336, complexBayes 0.01700850859275893, linClass: 0 0, USE: 0 0.7462477","BayesTCO: 0.0004052892434888978, BayesMixed 0.03221028747118881, BayesMixed w/o dups 0.04474741299084446, compl BayesTCO: 0.015192598984310506, compl BayesMixed: 0.06735535583864648, compl BayesMixed w/o dups: 0.08933233131729963","Lin Class: 0 0, USE mixed: 0 0.7128641",usable
You could make clothing that can react to touch.,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.0001507304648624994, complexBayes 1.084738205985815e-05, linClass: 0 0, USE: 0 0.8296562","BayesTCO: 0.0001192771389004759, BayesMixed 0.0001310171354863621, BayesMixed w/o dups 0.00020765052085935492, compl BayesTCO: 6.03792780051606e-06, compl BayesMixed: 4.2965650123058015e-08, compl BayesMixed w/o dups: 2.1508422361619147e-07","Lin Class: 0 0, USE mixed: 0 0.9359489",usable
"This coating would be revolutionary being applied to car windows, appliances, entertainment device screens; and even walls in the home or work.",TCO,[''],"Bayes: 0.9999990096434749, complexBayes 0.9999998880298264, linClass: 0 0, USE: 1 0.9610124","BayesTCO: 0.9999990725099087, BayesMixed 5.230314013925438e-09, BayesMixed w/o dups 5.813702275521285e-09, compl BayesTCO: 0.9999999788388634, compl BayesMixed: 1.1499480950190133e-14, compl BayesMixed w/o dups: 1.129390525285099e-14","Lin Class: 0 0, USE mixed: 0 0.65402585",usable
"vanity or bathroom mirror that shows news, time, weather, sports",TCO,"['', 'Wordcount', 'Wordcount']","Bayes: 0.9999999958841526, complexBayes 0.14265129682997119, linClass: 0 0, USE: 1 0.7464627","BayesTCO: 0.9999999950429025, BayesMixed 0.0002715530633998576, BayesMixed w/o dups 0.00021463414990345876, compl BayesTCO: 0.15219311156903148, compl BayesMixed: 0.016023158555976424, compl BayesMixed w/o dups: 0.009785843416190978","Lin Class: 0 0, USE mixed: 0 0.50806797",usable
Apply to kitchen cabinets for displaying recipes while cooking. ,TCO,"['', 'Wordcount', 'Wordcount', 'Wordcount']","Bayes: 0.0011383057752909118, complexBayes 0.4373075318379593, linClass: 0 0, USE: 0 0.5139317","BayesTCO: 0.0013022917216607012, BayesMixed 0.019222119904971635, BayesMixed w/o dups 0.022869522590516986, compl BayesTCO: 0.5630639884950298, compl BayesMixed: 0.02778276908403483, compl BayesMixed w/o dups: 0.03122840058195664","Lin Class: 0 0, USE mixed: 0 0.7852943",usable
"Display on car door to unlock Display on windshield for speed, temperature Display on clothes to change size, color",TCO,"['', 'Wordcount']","Bayes: 4.272806258200249e-08, complexBayes 0.009287890669529984, linClass: 0 0, USE: 0 0.80017626","BayesTCO: 6.972008464023213e-08, BayesMixed 2.6079056045001295e-07, BayesMixed w/o dups 7.884050143448547e-08, compl BayesTCO: 0.05757956289661222, compl BayesMixed: 8.341441804439422e-08, compl BayesMixed w/o dups: 2.8828515306513404e-08","Lin Class: 0 0, USE mixed: 0 0.93055624",usable
Put it on walls in schools to replace chalk boards and make learning more interactive.,TCO,"['', 'Wordcount']","Bayes: 3.8437632894656046e-07, complexBayes 4.341638721969864e-08, linClass: 0 0, USE: 1 0.5324024","BayesTCO: 3.5909300075173713e-07, BayesMixed 3.296634690507592e-06, BayesMixed w/o dups 5.1067995453965735e-06, compl BayesTCO: 2.3657529563921758e-08, compl BayesMixed: 1.5002037654758933e-08, compl BayesMixed w/o dups: 5.4436899350575375e-09","Lin Class: 0 0, USE mixed: 0 0.8763618",usable
A small travel sized bottle you can spray on maps to make them interactive so you can zoom in and manipulate them.,TCO,[''],"Bayes: 6.619915950874103e-07, complexBayes 1.1004255056825118e-06, linClass: 0 0, USE: 0 0.8384256","BayesTCO: 2.0180946524914077e-06, BayesMixed 1.3488543872041103e-06, BayesMixed w/o dups 1.6296787628355663e-06, compl BayesTCO: 0.9999981271333234, compl BayesMixed: 2.637022632324706e-10, compl BayesMixed w/o dups: 1.2812342012009972e-09","Lin Class: 0 0, USE mixed: 0 0.94009125",usable
